address,staked_bmx,voter_points
0x164F0fcf621037476b7F4Dbbf71d122ee2295295,1600.201665426118149568,2089.013804101661312923
0x6F7245140efD1a4a5b24fc981178Ef62279E1c1b,1570.324958965834795466,2283.406853837490525472
0x7238c7a870ccFC79A15D5Bb647940BBff7199F00,1545.552803166616316268,1791.167686949703972589
0x030f8e7B0D737a97a36F8ef3eC422037034B6022,1523.483262311477003598,1974.951777333176413074
0xA740b35fAbe958CC5Ad312D67da48e07DeBF1765,1500,1149.816114916286149161
0x950B1137aC8f0c17f74FA86Fe3F2BEB9012CEB7B,1450.944071726628123973,2231.870074106232414155
0x31e55af6c55476b3Ca0A6E7689d2ee91F55840c4,1438.253720637230044059,1957.31827300353024152
0xE15bdd436a98d912702A847d4BADbf090b2d7197,1330.869307222188496854,2055.940636633078626512
0x752Ab1AD6deE0A06d5FebB39d8482341C355eC5E,1320.072806279339234022,1818.038834787724012695
0x64bc4Ab80DC60d1256a8D74Bc02f0504961D5201,1307.744949214601601038,965.454040919524990821
0xC0509C8c4BE003e68fDCF20Cdd6ace347253C061,1191.028382380207995547,1391.208029021670427584
0x2fED60284f1D800cb31b8F97704a50d9929E3Aec,1067.041365681034801749,1553.268384783448932271
0x14ab2E5a058Fc9F8792cc46Ff1AA19884a050f2b,1043.223358273915606169,707.133806746405386916
0x8829532Eb731CaB1e8C93281012a45Dea139Bec1,1032.203090541953273732,1264.965946927801965705
0x8BA0D7704dF6a610F4ce9937d31E0Bbc19717311,1017,36.474285007610350075
0xB5c8ebf701676594abd93DA9A16bd5f4759C9982,1013.006342898043904341,1159.132269260736362041
0x3e6EdBa22D9cE22a7168406d26598AE20FE08e41,1001.140247398684742953,1331.277112664753538913
0x015a0138Ecc957859853908Ad455647BD33e635B,970.090315749707286619,1080.568292644451423257
0xa1C9d41719c4fFD99463F1CfA579d9b6A96b50c6,947.394667346523494638,952.680741985752365085
0x258B4D279D2f5bAD1Fe519220ef292Fa7A0cFF36,914.253152014819561838,1406.621322743606272823
0x24B94c794a47A5DDddACD8d4408D4D22361f62a8,902.643772871887262832,1310.533671109841323084
0x52e3afAF9F2bd1D44B555B93C967858d67667286,892.501251452675532394,1430.916726599038248143
0x3777d0E6aeBd61370e7f2be677a12299a5ca4623,878.856055838441620814,655.003969939696961611
0x66829cC57540959A3A698C0694Cde4B96C19E99E,843.138232990039274499,560.137680853181510546
0x8A7158f1208e9B1bBDA2a0094cE442F52C51F3aC,808.585016066288891463,1241.556754667376584474
0xfDAc6FFD9Abff18D859b16fCa7198BcD7AfD2b2B,804.799828087282152318,1527.287031707445243162
0xb1876a605aECc1FD88707817BdA5235ee23e62BF,717.64686300371748122,1541.367284672365712422
0x338E88FFc51751B9cb7EaB5249b809e474fd4684,677.827102645010792831,725.212918165814247959
0xEADa6Fe6541E5C8DE50AF94A97Ac29F85A3459Ea,666.664373909526526256,964.075705203035637594
0x69e4ca33EA6AbA47B7c17630a32A91d3522682B7,645.134218975984213718,1475.455958451549326681
0x4643731FA0406F21A6cC479E442BB4e59b742C69,611.473699256638305797,306.871997668767958928
0x59BE25791eb311433416a4Ec7CeC861651dbB766,608.481694455053076772,843.306465293068877842
0x0C0586a35FA30FF528b2d7Ce5969B845eB8c3A8c,590.530098946431425661,935.368754574469311646
0x724D37177b079e597951f6933a506b5C81Ce505b,551.012971617885518899,168.274063517305169356
0x0cd362691bA2958EaE43De37E7643F1AE96b03Bd,507.004979373671030783,414.397310917392854882
0xF56E786B14B1A2bE17d87bFDD2f185546632fF9b,492.970059522786062935,265.681098796590307129
0x99c366F8F5a9AA58e17B0b91123b37d837776562,474.17129272518581683,670.490582726197435824
